,0
An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,1989
From Data Independence to Knowledge Independence: An on-going Story,1990
"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",1991
Linking Business to Deliver Value: A Data Management Challenge,1992
"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",1993
Reconciling schemas of disparate data sources: a machine-learning approach,1994
"Bartek Kiepuszewski, Ralf Muhlberger, Maria E. Orlowska",1995
"Antonio Albano, Giorgio Ghelli, Renzo Orsini",1996
Publish/Subscribe on the Web at Extreme Speed,1997
"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",1998
Semantic interoperability in information services: experiencing with CoopWARE,1999
"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",2000
"Markos Zaharioudakis, Roberta Cochrane, George Lapis, Hamid Pirahesh, Monica Urata",2001
"Ron Avnur, Joseph M. Hellerstein",2002
Secure transaction processing in firm real-time database systems,2003
"Calisto Zuzarte, Hamid Pirahesh, Wenbin Ma, Qi Cheng, Linqi Liu, Kwai Wong",2004
A Requirement-Based Approach to Data Modeling and Re-Engineering,2005
"Giuseppe Santucci, Laura Tarantino",2006
Similarity query processing using disk arrays,2007
"Hartmut Liefke, Dan Suciu",2008
"Qun Chen, Andrew Lim, Kian Win Ong",2009
"Melliyal Annamalai, Rajiv Chopra, Samuel DeFazio, Susan Mavris",2010
Database in crisis and transition: a technical agenda for the year 2001,2011
"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002.",2012
"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",2013
"Bruce E. Martin, R. G. G. Cattell",2014
"Shutdown, budget, and funding",2015
SQL query optimization: reordering for a general class of queries,2016
Is GUI programming a database research problem?,2017
"German Shegalov, Michael Gillmann, Gerhard Weikum",2018
"On building an infrastructure for mobile and wireless systems: report on the NSF workshop on an infrastructure for mobile and wireless systems, Oct. 15, 2001",2019
"Birgitta K&#246;nig-Ries, Kia Makki, Sam Makki, Charles Perkins, Niki Pissinou, Peter Reiher, Peter Scheuermann, Jari Veijalainen, Ouri Wolfson",2020
"Mario Gerla, Kaixin Xu",2021
"Eric W. Brown, James P. Callan, W. Bruce Croft",2022
"Thomas Zurek, Markus Sinnwell",2023
Olympic records for data at the 1998 Nagano games,2024
Enterprise transaction processing on Windows NT,2025
Re&#233;e J. Miller,2026
Information warfare and security,2027
"King Lum Cheung, Ada Wai-Chee Fu",2028
"Ashraf Aboulnaga, Surajit Chaudhuri",2029
A framework for information visualisation,2030
What Is the Nearest Neighbor in High Dimensional Spaces?,2031
The Drill Down Benchmark,2032
"Shimin Chen, Phillip B. Gibbons, Todd C. Mowry, Gary Valentin",2033
"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",2034
"Sridhar Ramaswamy, Paris C. Kanellakis",2035
"Honey, I shrunk the database: footprint, mobility, and beyond",2036
A system for watermarking relational databases,2037
"Witold Litwin, Thomas Schwarz",2038
Ronald Fagin,2039
"Subbarao Kambhampati, Craig A. Knoblock",2040
"Daniel J. Abadi, Don Carney, Ugur &#199;etintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik",2041
"AnHai Doan, Pedro Domingos, Alon Y. Halevy",2042
"Wen-Syan Li, Chris Clifton",2043
Efficient integration and aggregation of historical information,2044
Incremental computation of nested relational query expressions,2045
Algorithms for Materialized View Design in Data Warehousing Environment,2046
Stefano Spaccapietra,2047
Partition selection policies in object database garbage collection,2048
Edgar F. Codd: a tribute and personal memoir,2049
Microsoft site server (commerce ed.): Talk-slides available at the conference,2050
Approximate Query Processing: Taming the TeraBytes,2051
OPTICS: ordering points to identify the clustering structure,2052
Iterative spatial join,2053
"Antonios Deligiannakis, Nick Roussopoulos",2054
"H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista",2055
Congressional samples for approximate answering of group-by queries,2056
Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,2057
Management of semistructured data,2058
Generalised Hash Teams for Join and Group-by,2059
"Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer &#214;zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal",2060
The Query Optimizer in Tandem's new ServerWare SQL Product,2061
Michael Stonebraker,2062
A Database Platform for Bioinformatics,2063
WARLOCK: A Data Allocation Tool for Parallel Warehouses,2064
Oracle Industrial Exhibit,2065
"Alberto H. F. Laender, Berthier A. Ribeiro-Neto, Altigran S. da Silva, Juliana S. Teixeira",2066
"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",2067
"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",2068
"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",2069
The Microsoft database research group,2070
"Raghu Ramakrishnan, Hector Garcia-Molina, Gerhard Rossbach, Abraham Silberschatz, Gio Wiederhold, Jaco Zijlstra",2071
Using sets of feature vectors for similarity search on voxelized CAD objects,2072
Dynamic Pipeline Scheduling for Improving Interactive Query Performance,2073
Ya-Hui Chang,2074
Quality of service in multimedia digital libraries,2075
To Weave the Web,2076
Adam Blum,2077
Partition based spatial-merge join,2078
Progressive evaluation of nested aggregate queries,2079
"Flip Korn, S. Muthukrishnan, Yunyue Zhu",2080
"Heiko Schuldt, Gustavo Alonso, Catriel Beeri, Hans-J&#246;rg Schek",2081
"Michael L. Brodie, Surajit Chaudhuri",2082
A hypertext query language for images,2083
Transactional publish/subscribe: the proactive multicast of database changes (abstract),2084
"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",2085
Min-max compression methods for medical image databases,2086
A compact B-tree,2087
Medical information systems: characterization and challenges,2088
Sampling Large Databases for Association Rules,2089
"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",2090
"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",2091
Improving index performance through prefetching,2092
Hot Block Clustering for Disk Arrays with Dynamic Striping,2093
Marc H. Scholl,2094
An Overview of Repository Technology,2095
"Vassilis Christophides, Sophie Cluet, J&#233;r&#466;me Sim&#232;on",2096
GridDB: a relational interface for the grid,2097
"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",2098
Privacy-preserving data mining,2099
Dynamic XML documents with distribution and replication,2100
"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",2101
Processing set expressions over continuous update streams,2102
"Rakesh Agrawal, Alexandre Evfimievski, Ramakrishnan Srikant",2103
SQL/XML is making good progress,2104
"Laura M. Haas, Michael J. Carey, Miron Livny, Amit Shukla",2105
"50,000 users on an Oracle8 universal server database",2106
Mining system audit data: opportunities and challenges,2107
"Minos Garofalakis, Phillip B. Gibbons",2108
"Daniel Barbar&#225;, Mark Sullivan",2109
"Ashish Kumar Gupta, Dan Suciu",2110
"Gopalan Arun, Ashok Joshi",2111
"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?",2112
FlowBack: providing backward recovery for workflow management systems,2113
Corporate Act-Net Consortium,2114
An Approach for Building Secure Database Federations,2115
TIMBER: a native system for querying XML,2116
Costas Vassilakis,2117
Towards a richer Web object model,2118
Mining Generalized Association Rules,2119
MiniCon: A scalable algorithm for answering queries using views,2120
"York Sure, Steffen Staab, Rudi Studer",2121
An adaptive data replication algorithm,2122
Scalable Sweeping-Based Spatial Join,2123
Constraint databases: a tutorial introduction,2124
A case for dynamic view management,2125
"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",2126
Sumit Ganguly,2127
Application architecture (panel session): 2Tier or 3Tier? What is DBMS's role?,2128
Visual Web Information Extraction with Lixto,2129
"Antonio Massari, Stefano Pavani, Lorenzo Saladini, Panos K. Chrysanthis",2130
"Chee-Yong Chan, Minos Garofalakis, Rajeev Rastogi",2131
Maximizing Buffer and Disk Utilizations for News On-Demand,2132
"JungHwan Oh, Kien A. Hua",2133
DBIS-toolkit: adaptable middleware for large scale data delivery,2134
Database systems management and Oracle8,2135
Monitoring XML data on the Web,2136
"Alexander Aiken, Joseph M. Hellerstein, Jennifer Widom",2137
"Meridith A. Lane, James L. Edwards, Ebbe Nielsen",2138
Extraction of object-oriented structures from existing relational databases,2139
"Atul Adya, Robert Gruber, Barbara Liskov, Umesh Maheshwari",2140
HD-Eye: visual clustering of high dimensional data,2141
An axiomatic model of dynamic schema evolution in objectbase systems,2142
"Radu Sion, Mikhail Atallah, Sunil Prabhakar",2143
"Georges Gardarin, Fernando Machuca, Philippe Pucheral",2144
ANSI SQL hierarchical processing can fully integrate native XML,2145
"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",2146
"Mark W. W. Vermeer, Peter M. G. Apers",2147
HODFA: an architectural framework for homogenizing heterogeneous legacy databases,2148
A chase too far?,2149
BIRN-M: a semantic mediator for solving real-world neuroscience problems,2150
A Product Specification Database for Visual Prototyping,2151
"Jian Yang, Kamalakar Karlapalem, Qing Li",2152
Optimization Algorithms for Exploiting the Parallelism-Communication Tradeoff in Pipelined Parallelism,2153
Database research: achievements and opportunities into the 1st century,2154
"Omar Boucelma, Silvana Castano, Carole Goble, Vanja Josifovski, Zo&#233; Lacroix, Bertram Lud&#228;scher",2155
Safely and Efficiently Updating References During On-line Reorganization,2156
Applying Database Technology in the ADSM Mass Storage System,2157
Using unknowns to prevent discovery of association rules,2158
Tavant System Architecture for Sell-side Channel Management,2159
A. R. Dasgupta,2160
Efficient Testing of High Performance Transaction Processing Systems,2161
Data extraction and transformation for the data warehouse,2162
Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,2163
"Wei Han, David Buttler, Calton Pu",2164
Enterprise Java platform data access,2165
A Novel Index Supporting High Volume Data Warehouse Insertion,2166
Sridhar Ramaswamy,2167
"Michael J. Carey, Laura M. Haas, Vivekananda Maganty, John H. Williams",2168
Upsizing form file server to client server architectures,2169
Bill Rosenblatt,2170
"V. Christophides, S. Abiteboul, S. Cluet, M. Scholl",2171
C&#233;sar A. Galindo-Legaria,2172
"John Nauman, Ray Suorsa",2173
"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",2174
"Veda C. Storey, Roger H. L. Chiang, Debabrata Dey, Robert C. Goldstein, Shankar Sudaresan",2175
Chronological scheduling of transactions with temporal dependencies,2176
"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",2177
The middleware muddle,2178
"Ling Lin, Tore Risch",2179
"John C. Shafer, Rakesh Agrawal, Manish Mehta",2180
Dieter Gawlick,2181
EROC: A Toolkit for Building NEATO Query Optimizers,2182
An introduction to deductive database languages and systems,2183
Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,2184
Research issues for data communication in mobile ad-hoc network database systems,2185
Cover your assets,2186
D. Scott Mackay,2187
"Yannis E. Ioannidis, Viswanath Poosala",2188
Wilfred Ng,2189
Practical Issues with Commercial Use of Federated Databases,2190
Heuristic and randomized optimization for the join ordering problem,2191
"Ning An, Sudhanva Gurumurthi, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut Kandemir, Mary Jane Irwin",2192
"Qi Cheng, Jarek Gryz, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Xiaoyan Qian, K. Bernhard Schiefer",2193
1996,2194
"Arvind Arasu, Brian Babcock, Shivnath Babu, Mayur Datar, Keith Ito, Itaru Nishizawa, Justin Rosenstein, Jennifer Widom",2195
"SungRan Cho, Sihem Amer-Yahia, Laks V. S. Lakshmanan, Divesh Srivastava",2196
Multiview access protocols for large-scale replication,2197
"Leonid Libkin, Rona Machlin, Limsoon Wong",2198
First-class views: a key to user-centered computing,2199
"Denis Rinfret, Patrick O'Neil, Elizabeth O'Neil",2200
"Mike Carey, Len Seligman",2201
"Edwin M. Knorr, Raymond T. Ng",2202
Epsilon grid order: an algorithm for the similarity join on massive high-dimensional data,2203
Energy efficient indexing on air,2204
"Per-&#197;ke Larson, Goetz Graefe",2205
Optimal Histograms with Quality Guarantees,2206
VisDB: a system for visualizing large databases,2207
"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",2208
Quest: a project on database mining,2209
Clustering by pattern similarity in large data sets,2210
"Volker Markl, Guy Lohman",2211
Bringing order to query optimization,2212
Maintenance of data cubes and summary tables in a warehouse,2213
Wavelet synopses with error guarantees,2214
"Opportunities at ARPA, NSF, and elsewhere",2215
QC-trees: an efficient summary structure for semantic OLAP,2216
Transaction chopping: algorithms and performance studies,2217
"Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",2218
Time management for new faculty,2219
A complete temporal relational algebra,2220
BIRCH: an efficient data clustering method for very large databases,2221
A semantic modeling approach for image retrieval by content,2222
"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",2223
An efficient method for checking object-oriented database schema correctness,2224
"Prabhu Ram, Lyman Do, Pamela Drew",2225
The BT-tree: A Branched and Temporal Access Method,2226
David Lomet,2227
SchemaSQL: An extension to SQL for multidatabase interoperability,2228
Efficient Construction of Regression Trees with Range and Region Splitting,2229
"Tei-Wei Kuo, Aloysius K. Mok",2230
Time-parameterized queries in spatio-temporal databases,2231
"Paolo Ciaccia, Paolo Tiberio, Pavel Zezula",2232
Semantic Integration in Heterogeneous Databases Using Neural Networks,2233
Duplicate Removal in Information System Dissemination,2234
"Felipe Cari&#241;o, William O'Connell, John Burgess, Joel H. Saltz",2235
"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",2236
"Daniel Barbar&#225;, Julia Couto, Sushil Jajodia, Ningning Wu",2237
"Wei Wang, Haifeng Jiang, Hongjun Lu, Jeffrey Xu Yu",2238
Multi-step processing of spatial joins,2239
Indexing medium-dimensionality data in Oracle,2240
Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,2241
"James Frew, Jeff Dozier",2242
Report on the 1995 international workshop on temporal databases,2243
Report on the 13th Brazilian symposium on database systems (SBBD'98),2244
"Philip A. Bernstein, Brian Harry, Paul Sanders, David Shutt, Jason Zander",2245
The aggregate data problem: a system for their definition and management,2246
"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",2247
Functional-join processing,2248
Microsoft TerraServer: a spatial data warehouse,2249
Containment of conjunctive queries: beyond relations as sets,2250
"Qiong Luo, Jeffrey F. Naughton",2251
Repeating History Beyond ARIES,2252
Safe query languages for constraint databases,2253
"Flip Korn, S. Muthukrishnan",2254
Agent-based semantic interoperability in infosleuth,2255
Storage and Retrieval of XML Data Using Relational Databases,2256
"Simonas &#352;altenis, Christian S. Jensen",2257
"Tova Milo, Sagit Zohar",2258
STING: A Statistical Information Grid Approach to Spatial Data Mining,2259
"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",2260
Towards knowledge-based digital libraries,2261
Jumping on the NII bandwagon,2262
The BUCKY object-relational benchmark,2263
"Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori",2264
Mining needle in a haystack: classifying rare classes via two-phase rule induction,2265
"Georg Gottlob, Christoph Koch, Reinhard Pichler",2266
"James Clifford, Albert Croker, Alexander Tuzhilin",2267
Jos&#233; A. Blakeley,2268
"Alexander Hinneburg, Daniel A. Keim",2269
Rainbow: mapping-driven XQuery processing system,2270
Query Optimization for XML,2271
"Philip A. Bernstein, Umeshwar Dayal",2272
Optimization of constrained frequent set queries with 2-variable constraints,2273
"Minos N. Garofalakis, Banu &#214;zden, Abraham Silberschatz",2274
"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",2275
"Michael Steinbrunn, Guido Moerkotte, Alfons Kemper",2276
John R. Smith,2277
George Colliat,2278
"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",2279
Tail recursion elimination in deductive databases,2280
"Junyan Ding, Luis Gravano, Narayanan Shivakumar",2281
"Carole Goble, Brian Read",2282
"Lise Getoor, Benjamin Taskar, Daphne Koller",2283
An optimal and progressive algorithm for skyline queries,2284
A Monte Carlo algorithm for fast projective clustering,2285
Victor Vianu,2286
"Christos Faloutsos, Bernhard Seeger, Agma Traina, Caetano Traina, Jr.",2287
LoPiX: A System for XML Data Integration and Manipulation,2288
Optimizing object queries using an effective calculus,2289
Improving OLTP data quality using data warehouse mechanisms,2290
"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",2291
"Dieter Pfoser, Christian S. Jensen, Yannis Theodoridis",2292
Generating spatiotemporal datasets on the WWW,2293
"Ravi Kanth V Kothuri, Siva Ravada, Daniel Abugov",2294
"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",2295
Indexing and Querying XML Data for Regular Path Expressions,2296
Incremental Maintenance for Materialized Views over Semistructured Data,2297
SPIRE: a progressive content-based spatial image retrieval engine,2298
"Chen Li, Edward Chang",2299
An approximate search engine for structural databases,2300
Moving up the food chain: supporting e-commerce applications on databases,2301
The new middleware,2302
"Yufei Tao, Dimitris Papadias, Jun Zhang",2303
Continuous queries over data streams,2304
"Michael G. Norman, Thomas Zurek, Peter Thanisch",2305
"Sharma Chakravarthy, Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, JungHwan Oh",2306
Electronic market: the roadmap for university libraries and members to survive in the information jungle,2307
Query caching and optimization in distributed mediator systems,2308
"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer,  Suresha, Krithi Ramamritham",2309
"Hui-I Hsiao, Inderpal Narang",2310
Reminiscences on Influential Papers,2311
"Yunyue Zhu, Dennis Shasha",2312
EIHA?!?: deploying Web and WAP services using XML technology,2313
"Jiawei Han, Jian Pei, Guozhu Dong, Ke Wang",2314
From browsing to interacting: DBMS support for responsive websites,2315
Extracting entity profiles from semistructured information spaces,2316
"Ralf Hartmut G&#252;ting, Michael H. B&#246;hlen, Martin Erwig, Christian S. Jensen, Nikos A. Lorentzos, Markus Schneider, Michalis Vazirgiannis",2317
Gerhard Weikum,2318
Implementing deletion in B+-trees,2319
"Franz Baader, Manfred A. Jeusfeld, Werner Nutt",2320
Concurrency and recovery in generalized search trees,2321
"Arjan Pellenkoft, C&#233;sar A. Galindo-Legaria, Martin L. Kersten",2322
T2: a customizable parallel database for multi-dimensional data,2323
Random sampling techniques for space efficient online computation of order statistics of large datasets,2324
Oded Shmueli,2325
Approximate query processing using wavelets,2326
"Brian Babcock, Chris Olston",2327
"Chong Leng Goh, Beng Chin Ooi, Stephane Bressan, Kian-Lee Tan",2328
"Fast, Randomized Join-Order Selection - Why Use Transformations?",2329
Towards self-tuning data placement in parallel database systems,2330
Metrics for Accessing Heterogeneous Data: Is There Any Hope? (Panel),2331
"Mary Fern&#225;ndez, Yana Kadiyska, Dan Suciu, Atsuyuki Morishima, Wang-Chiew Tan",2332
Synchronizing a database to improve freshness,2333
"Thomas Vetterli, Anca Vaduva, Martin Staudt",2334
"Richard Thomas Snodgrass, Ilsoo Ahn, Gadi Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",2335
"Jiawei Han, Hasan Jamil, Ying Lu, Liangyou Chen, Yaqin Liao, Jian Pei",2336
"Florian Waas, C&#233;sar Galindo-Legaria",2337
Decision Tables: Scalable Classification Exploring RDBMS Capabilities,2338
"Manolis Koubarakis, Christos Tryfonopoulos, Stratos Idreos, Yannis Drougas",2339
"Shahram Ghandeharizadeh, Richard Hull, Dean Jacobs",2340
Parallelizing OODBMS traversals: a performance evaluation,2341
Multi-table joins through bitmapped join indices,2342
"Jonathan Goldstein, Raghu Ramakrishnan",2343
Efficient Numerical Error Bounding for Replicated Network Services,2344
"Narayanan Shivakumar, Hector Garcia-Molina, Chandra Chekuri",2345
Enabling dynamic content caching for database-driven web sites,2346
"Johannes Gehrke, Flip Korn, Divesh Srivastava",2347
On-line reorganization in object databases,2348
"Ramesh Gupta, Jayant Haritsa, Krithi Ramamritham",2349
"Mehul A. Shah, Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein",2350
"Dennis Shasha, Francois Llirbat, Eric Simon, Patrick Valduriez",2351
"Xin Zhang, Katica Dimitrova, Ling Wang, Maged El Sayed, Brian Murphy, Bradford Pielech, Mukesh Mulchandani, Luping Ding, Elke A. Rundensteiner",2352
A multi-paradigm querying approach for a generic multimedia database management system,2353
"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",2354
"Piyush Goel, Bala Iyer",2355
FileNet integrated document management database usage and issues,2356
Database design with common sense business reasoning and learning,2357
Asserting beliefs in MLS relational models,2358
"Peter Muth, Patrick O'Neil, Achim Pick, Gerhard Weikum",2359
View maintenance in a warehousing environment,2360
"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",2361
XQuery formal semantics state and challenges,2362
A close look at the IFO data model,2363
The Mariposa distributed database management system,2364
The WHIPS prototype for data warehouse creation and maintenance,2365
"Gladys A. Cotter, Barbara T. Bauldock",2366
An XJML-based wrapper generator for Web information extraction,2367
"Yannis Papakonstantinou, Serge Abiteboul, Hector Garcia-Molina",2368
Implementation aspects of an object-oriented DBMS,2369
"Ouri Wolfson, Prasad Sistla, Son Dao, Kailash Narayanan, Ramya Raj",2370
"Michael J. Franklin, Bj&#246;rn Th&#243;r J&#243;nsson, Donald Kossmann",2371
"Yingwei Cui, Jennifer Widom, Janet L. Wiener",2372
Author Index,2373
"Angela Bonifati, Stefano Ceri, Stefano Paraboschi",2374
Information Integration: The MOMIS Project Demonstration,2375
"Lars Baekgaard, Leo Mark",2376
"Lidan Shou, Jason Chionh, Zhiyong Huang, Yixin Ruan, Kian-Lee Tan",2377
Data management research at the MITRE Corporation,2378
Versioning and configuration management in an object-oriented data model,2379
"Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",2380
"Mikael Berndtsson, J&#246;rgen Hansson",2381
 ,2382
XML and electronic commerce: enabling the network economy,2383
"Hans-Peter Kriegel, Stefan Brecheisen, Peer Kr&#246;ger, Martin Pfeifle, Matthias Schubert",2384
"Eric Freeman, David Gelernter",2385
"Maria Zemankova, Yannis E. Ioannidis",2386
"Jeffrey Scott Vitter, Min Wang",2387
"Sergey Brin, Rajeev Motwani, Craig Silverstein",2388
"Susan D. Urban, Suzanne W. Dietrich, Forouzan Golshani",2389
Robert Atkinson,2390
The database group at University of Hagen,2391
"Edward Y. Chang, Hector Garcia-Molina",2392
Index Concurrency Control in Firm Real-Time Database Systems,2393
Access path support for referential integrity in SQL2,2394
Information systems research at RWTH Aachen,2395
"Leonidas Fegaras, Ramez Elmasri",2396
Filtering with Approximate Predicates,2397
"Sriram Padmanabhan, Bishwaranjan Bhattacharjee, Tim Malkemus, Leslie Cranston, Matthew Huras",2398
Multiway spatial joins,2399
"Khaled Alsabti, Sanjay Ranka, Vineet Singh",2400
"Peter Scheuermann, Junho Shim, Radek Vingralek",2401
ZOO: A Desktop Experiment Management Environment,2402
CORPORATE TimesTen Team,2403
"Kosmas Karadimitriou, John M. Tyler",2404
Jia Liang Han,2405
Index structures for selective dissemination of information under the Boolean model,2406
"Michael J. Carey, David J. DeWitt, Michael J. Franklin, Nancy E. Hall, Mark L. McAuliffe, Jeffrey F. Naughton, Daniel T. Schuh, Marvin H. Solomon, C. K. Tan, Odysseas G. Tsatalos, Seth J. White, Michael J. Zwilling",2407
"Sergey Melnik, Erhard Rahm, Philip A. Bernstein",2408
"Gisli R. Hjaltason, Hanan Samet",2409
On saying Enough already! in SQL,2410
"Thomas Bergstraesser, Philip A. Bernstein, Shankar Pal, David Shutt",2411
Henry F. Korth,2412
"Arthur M. Keller, Julie Basu",2413
"Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina",2414
Mario Gentili,2415
Temporal Integrity Constraints with Indeterminacy,2416
Don Chamberlin,2417
Querying a Multilevel Database: A Logical Analysis,2418
WebView materialization,2419
"Jens Clau&#223;en, Alfons Kemper, Guido Moerkotte, Klaus Peithner",2420
A new method for similarity indexing of market basket data,2421
The XML typechecking problem,2422
"Haixun Wang, Carlo Zaniolo",2423
The Lotus notes storage system,2424
Christos Faloutsos,2425
Approximate String Joins in a Database (Almost) for Free,2426
Experiences in Federated Databases: From IRO-DB to MIRO-Web,2427
"Dean Daniels, Lip Boon Doo, Alan Downing, Curtis Elsbernd, Gary Hallmark, Sandeep Jain, Bob Jenkins, Peter Lim, Gordon Smith, Benny Souder, Jim Stamos",2428
Applying an update method to a set of receivers,2429
The Fittest Survives: An Adaptive Approach to Query Optimization,2430
"Dimitrios Gunopulos, Roni Khardon, Heikki Mannila, Sanjeev Saluja, Hannu Toivonen, Ram Sewak Sharma",2431
Peter Baumann,2432
"Stelios Paparizos, Shurug Al-Khalifa, Adriane Chapman, H. V. Jagadish, Laks V. S. Lakshmanan, Andrew Nierman, Jignesh M. Patel, Divesh Srivastava, Nuwee Wiwatwattana, Yuqing Wu, Cong Yu",2433
Integrating modelling systems for environmental management information systems,2434
Distance-based indexing for high-dimensional metric spaces,2435
Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,2436
"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",2437
"Marcel Kornacker, C. Mohan, Joseph M. Hellerstein",2438
"Jayavel Shanmugasundaram, Eugene Shekita, Jerry Kiernan, Rajasekar Krishnamurthy, Efstratios Viglas, Jeffrey Naughton, Igor Tatarinov",2439
"Iosif Lazaridis, Sharad Mehrotra",2440
"Paolo Atzeni, Alberto O. Mendelzon",2441
Realm-based spatial data types: the ROSE algebra,2442
"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",2443
"Kenneth C. Sevcik, Nick Koudas",2444
Addressing techniques used in database object managers O2 and ORION,2445
Charly Kleissner,2446
Informix online XPS,2447
Kjetil N&#248;rv&#229;g,2448
Optimizing disjunctive queries with expensive predicates,2449
C2P: Clustering based on Closest Pairs,2450
The Case for Enhanced Abstract Data Types,2451
Rudolf Bayer,2452
Integrating dynamically-fetched external information into a DBMS for semistructured data,2453
"Chengkai Li, Philip Bohannon, P. P. S. Narayan",2454
David Ritter,2455
"What Do Those Weird XML Types Want, Anyway?",2456
"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",2457
"Tolga Bozkaya, Meral Ozsoyoglu",2458
Hypothetical Queries in an OLAP Environment,2459
Materialized views and data warehouses,2460
Why and how to benchmark XML databases,2461
"Jan Chomicki, David Toman, Michael H. B&#246;hlen",2462
"Dimitrios Georgakopoulos, Marek Rusinkiewicz, Witold Litwin",2463
Data page layouts for relational databases on deep memory hierarchies,2464
Real business processing meets the Web,2465
Building database-driven electronic catalogs,2466
"Asit Dan, Dinkar Sitaram",2467
XPRESS: a queriable compression for XML data,2468
"Guozhu Dong, Jianwen Su",2469
Nonstop SQL: scalability and availability for decision support,2470
"Hongjun Lu, Hongyan Liu",2471
DTL's DataSpot: Database Exploration Using Plain Language,2472
