,0
"Junghoo Cho, Hector Garcia-Molina",2159
"Thomas A. Mueck, Martin L. Polaschek",2160
Databases for networks,2161
Eddies: continuously adaptive query processing,2162
Selectivity estimation in spatial databases,2163
"Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright",2164
"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",2165
Reconciling schemas of disparate data sources: a machine-learning approach,2166
Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),2167
Applying formal methods to semantic-based decomposition of transactions,2168
"Dongwon Lee, Wesley W. Chu",2169
Workshop on workflow management in scientific and engineering applications-report,2170
"Roy Goldman, Jennifer Widom",2171
Azer Bestavros,2172
"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",2173
"Patrick Bosc, Amihai Motro, Gabriella Pasi",2174
"Qi Cheng, Jarek Gryz, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Xiaoyan Qian, K. Bernhard Schiefer",2175
Improving access to environmental data using context information,2176
A model for compound type changes encountered in schema evolution,2177
Monotonic complements for independent data warehouses,2178
"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",2179
"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",2180
Timer-driven database triggers and alerters: semantics and a challenge,2181
Data mining on an OLTP system (nearly) for free,2182
Automatic segmentation of text into structured records,2183
"Giuseppe Sindoni, Leonardo Tininini, Amedea Ambrosetti, Cristina Bedeschi, Stefano De Francisci, Orietta Gargano, Rossella Molinaro, Mario Paolucci, Paola Patteri, Pina Ticca",2184
"Hoshi Mistry, Prasan Roy, S. Sudarshan, Krithi Ramamritham",2185
"Thomas Vetterli, Anca Vaduva, Martin Staudt",2186
The power of languages for the manipulation of complex values,2187
Oracle Industrial Exhibit,2188
"Tom Barclay, Jim Gray, Don Slutz",2189
"Of crawlers, portals, mice, and men: is there more to mining the Web?",2190
"Anastasios Kementsietsidis, Marcelo Arenas, Ren&#233;e J. Miller",2191
STARTS: Stanford proposal for Internet meta-searching,2192
Rule languages and internal algebras for rule-based optimizers,2193
Declarative specification of Web sites with S,2194
"Timothy Griffin, Leonid Libkin",2195
SIT-IN: a Real-Life Spatio-Temporal Information System,2196
"King Ip Lin, H. V. Jagadish, Christos Faloutsos",2197
Snowball: a prototype system for extracting relations from large text collections,2198
Towards effective and efficient free space management,2199
Spatio-Temporal Retrieval with RasDaMan,2200
"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",2201
"Sang-Ho Lee, Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song",2202
"A. M. Ouksel, A. Sheth",2203
Inverted files versus signature files for text indexing,2204
A new approach to developing and implementing eager database replication protocols,2205
"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",2206
Conceptual schema analysis: techniques and applications,2207
Efficient similarity search for market basket data,2208
Graphical interaction with heterogeneous databases,2209
Dynamic multidimensional histograms,2210
Sergio Greco,2211
Mining needle in a haystack: classifying rare classes via two-phase rule induction,2212
CORPORATE National Technical Univ. of Athens,2213
NetCube: A Scalable Tool for Fast Data Mining and Compression,2214
"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy",2215
A hypertext query language for images,2216
"Daniela Florescu, Alon Levy, Alberto Mendelzon",2217
"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",2218
"Denilson Barbosa, Alberto Mendelzon, John Keenleyside, Kelly Lyons",2219
"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",2220
"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",2221
Sequoia 2000 metadata schema for satellite images,2222
"M. Cilia, A. P. Buchmann",2223
"Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik",2224
"Banu &#214;zden, Alexandros Biliris, Rajeev Rastogi, Abraham Silberschatz",2225
"Stefan De&#223;loch, Theo H&#228;rder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",2226
"Jamie Callan, Margaret Connell, Aiqun Du",2227
"Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",2228
"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",2229
"Calisto Zuzarte, Hamid Pirahesh, Wenbin Ma, Qi Cheng, Linqi Liu, Kwai Wong",2230
Efficient Search of Multi-Dimensional B-Trees,2231
Efficient execution of joins in a star schema,2232
"Ramakrishnan Srikant, Rakesh Agrawal",2233
Steven J. DeRose,2234
Christos Faloutsos,2235
Towards on-line analytical mining in large databases,2236
Efficient mid-query re-optimization of sub-optimal query execution plans,2237
"K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",2238
"Ravishankar Ramamurthy, David J. DeWitt, Qi Su",2239
"Erhard Rahm, Philip A. Bernstein",2240
"G&#237;sli R. Hjaltason, Hanan Samet",2241
Capability based mediation in TSIMMIS,2242
Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,2243
"Hongjun Lu, Beng Chin Ooi, Kian-Lee Tan",2244
"Alex G. B&#252;chner, Maurice D. Mulvenna",2245
Sleepers and workaholics: caching strategies in mobile environments (extended version),2246
Privacy-preserving data mining,2247
"C. Mohan, Ron Barber, S. Watts, A. Somani, Markos Zaharioudakis",2248
Gigascope: high performance network monitoring with an SQL interface,2249
"Sudipto Guha, H. V. Jagadish, Nick Koudas, Divesh Srivastava, Ting Yu",2250
"York Sure, Steffen Staab, Rudi Studer",2251
"Sin Yeung Lee, Tok Wang Ling",2252
"Richard L. Cole, Goetz Graefe",2253
"The hBP-tree: A Modified hB-tree Supporting Concurrency, Recovery and Node Consolidation",2254
A critique of ANSI SQL isolation levels,2255
Semantics for update rule programs and implementation in a relational database management system,2256
Boris Klots,2257
Hilbert R-tree: An Improved R-tree using Fractals,2258
"Reynold Cheng, Sunil Prabhakar",2259
prospector: a content-based multimedia server for massively parallel architectures,2260
"Takahiko Shintani, Masaru Kitsuregawa",2261
"Timothy Griffin, Richard Hull",2262
"Raymond T. Ng, Jinhai Yang",2263
Efficient retrieval of similar shapes,2264
"Michael Benedikt, Chee-Yong Chan, Wenfei Fan, Juliana Freire, Rajeev Rastogi",2265
"Shivnath Babu, Jennifer Widom",2266
InfoSleuth: agent-based semantic integration of information in open and dynamic environments,2267
"Beverly Yang, Hector Garcia-Molina",2268
"Ashish Gupta, Inderpal S. Mumick, Kenneth A. Ross",2269
"Sha Guo, Wei Sun, Mark A. Weiss",2270
Database design with common sense business reasoning and learning,2271
"S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",2272
Understanding the semantics of sensor data,2273
"Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori",2274
An introduction to deductive database languages and systems,2275
Daytona and the foruth-generation language cymbal,2276
"The New Locking, Logging, and Recovery Architecture of Microsoft SQL Server 7.0",2277
Index Concurrency Control in Firm Real-Time Database Systems,2278
TelegraphCQ: continuous dataflow processing,2279
P-Grid: a self-organizing structured P2P system,2280
"Elena Baralis, Stefano Ceri, Stefano Paraboschi",2281
"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",2282
"Surajit Chaudhuri, Kris Ganjam, Venkatesh Ganti, Rajeev Motwani",2283
"Thanasis Hadzilacos, Nectaria Tryfona",2284
"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",2285
An extensible compressor for XML data,2286
Semantic interoperability in global information systems,2287
MiniCon: A scalable algorithm for answering queries using views,2288
"Weipeng P. Yan, Per-&#197;ke Larson",2289
Continuous queries over data streams,2290
"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos, John M. McGann, Stephen Kelley, Vadim Katz, Zhexuan Song, Joseph J&#225;J&#225;",2291
Accelerating XPath location steps,2292
An alternative storage organization for ROLAP aggregate views based on cubetrees,2293
Visual Web Information Extraction with Lixto,2294
"Vipul Kashyap, Amit Sheth",2295
A multimedia presentation algebra,2296
COUGAR: the network is the database,2297
"Mihael Ankerst, Bernhard Braunm&#252;ller, Hans-Peter Kriegel, Thomas Seidl",2298
The ADABAS Buffer Pool Manager,2299
"Alejandro Guti&#233;rrez, Philippe Pucheral, Hermann Steffen, Jean-Marc Th&#233;venin",2300
Static detection of security flaws in object-oriented databases,2301
Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model,2302
XMill: an efficient compressor for XML data,2303
"Tiziana Catarci, Isabel F. Cruz",2304
"V&#233;ronique Benzaken, Anne Doucet",2305
Near Neighbor Search in Large Metric Spaces,2306
Enabling dynamic content caching for database-driven web sites,2307
"Witold Litwin, Marie-Anna Neimat, Donovan A. Schneider",2308
Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,2309
"Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva",2310
Report on ISDO '00: the CAiSE*00 workshop on infrastructures for dynamic business-to-business service outsourcing,2311
OminiSearch: a method for searching dynamic content on the Web,2312
Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,2313
Bank of America Case Study: The Information Currency Advantage,2314
Harald Sch&#246;ning,2315
Combinatorial pattern discovery for scientific data: some preliminary results,2316
"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",2317
User-Defined Table Operators: Enhancing Extensibility for ORDBMS,2318
"Gunter Schlageter, Thomas Berkel, Eberhard Heuel, Silke Mittrach, Andreas Scherer, Wolfgang Wilkes",2319
XML-enabled workflow management for e-services across heterogeneous platforms,2320
VisDB: a system for visualizing large databases,2321
1994,2322
DEC data distributor: for data replication and data warehousing,2323
"Sriram Raghavan, Hector Garcia-Molina",2324
"William O'Connell, Andrew Witkowski, Goetz Graefe",2325
"Jun Yang, Jennifer Widom",2326
"Jayavel Shanmugasundaram, Eugene Shekita, Jerry Kiernan, Rajasekar Krishnamurthy, Efstratios Viglas, Jeffrey Naughton, Igor Tatarinov",2327
Business data management for business-to-business electronic commerce,2328
"Chan Man Kuok, Ada Fu, Man Hon Wong",2329
The Mariposa distributed database management system,2330
"Michael Jaedicke, Bernhard Mitschang",2331
Effective page refresh policies for Web crawlers,2332
"Nick Roussopoulos, Yannis Kotidis",2333
Implementing XQuery,2334
Safe query languages for constraint databases,2335
SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,2336
Distributing queries over low-power wireless sensor networks,2337
"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",2338
Chain: operator scheduling for memory minimization in data stream systems,2339
Shore: combining the best features of OODBMS and file systems,2340
Infosphere project: system support for information flow applications,2341
"Esther Pacitti, Pascale Minet, Eric Simon",2342
A Generic Approach to Bulk Loading Multidimensional Index Structures,2343
Agent-based semantic interoperability in infosleuth,2344
Extracting Large Data Sets using DB2 Parallel Edition,2345
Data mining-based intrusion detectors: an overview of the columbia IDS project,2346
Jennifer Widom,2347
"M. Missikoff, M. Toiati",2348
Approximate Query Processing: Taming the TeraBytes,2349
Procedures in Object-Oriented Query Languages,2350
"Wen-Syan Li, K.Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",2351
A flexible and recoverable client/server database event notification system,2352
"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases",2353
Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,2354
"Arnon Rosenthal, Edward Sciore",2355
"Nelson Mattos, Linda G. DeMichiel",2356
"Vanja Josifovski, Tore Risch",2357
"Sharma Chakravarthy, Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, JungHwan Oh",2358
"David Gibson, Jon Kleinberg, Prabhakar Raghavan",2359
The hcC-tree: An Efficient Index Structure for Object Oriented Databases,2360
"Eui-Hong Han, George Karypis, Vipin Kumar",2361
Nikos Mamoulis,2362
"Christof Bornh&#246;vd, Mehmet Altinel, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Berthold Reinwald",2363
TIP: a temporal extension to Informix,2364
Gigascope: a stream database for network applications,2365
Scientific Journals: Extinction or Explosion? (Panel),2366
The WHIPS prototype for data warehouse creation and maintenance,2367
Object-oriented features of DB2 client/server,2368
"Debajyoti Mukhopadhyay, Debasis Giri, Sanasam Ranbir Singh",2369
"Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Honguk Woo, Bruce G. Lindsay, Jeffrey F. Naughton",2370
"W. H&#252;mmer, W. Lehner, H. Wedekind",2371
"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",2372
"Kenneth C. Sevcik, Nick Koudas",2373
"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",2374
The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,2375
"Jingren Zhou, Kenneth A. Ross",2376
"Peter C. Lockemann, Ulrike K&#246;lsch, Arne Koschel, Ralf Kramer, Ralf Nikolai, Mechtild Wallrath, Hans-Dirk Walter",2377
"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",2378
"Ashraf Aboulnaga, Surajit Chaudhuri",2379
The LHAM log-structured history data access method,2380
"Theodore Johnson, Dennis Shasha",2381
"Heiko Ludwig, Paul Grefen",2382
"Ruxandra Domenig, Klaus R. Dittrich",2383
Query evaluation in deductive databases with alternating fixpoint semantics,2384
"Panos K. Chrysanthis, Krithi Ramamritham",2385
Efficient Testing of High Performance Transaction Processing Systems,2386
Cache-and-query for wide area sensor databases,2387
"Shimin Chen, Phillip B. Gibbons, Todd C. Mowry, Gary Valentin",2388
Why and how to benchmark XML databases,2389
"Calton Pu, Karsten Schwan, Jonathan Walpole",2390
 The TimesTen Team,2391
A framework for information visualisation,2392
"Chiang Lee, Chia-Jung Chen, Hongjun Lu",2393
"Benjamin Nguyen, Serge Abiteboul, Gr&#233;gory Cobena, Miha&#237; Preda",2394
An ontological analysis of the relationship construct in conceptual modeling,2395
"Apostol Natsev, Yuan-Chi Chang, John R. Smith, Chung-Sheng Li, Jeffrey Scott Vitter",2396
A consumer viewpoint on Mediator languages-a proposal for a standard,2397
"Gennady Antoshenkov, Mohamed Ziauddin",2398
French government activity in the conservation of data and electronic documents,2399
Delivering high availability for Inktomi search engines,2400
"Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",2401
"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",2402
"Sudhir G. Rao, Antonio Badia, Dirk van Gucht",2403
"Soumen Chakrabarti, Byron Dom, Piotr Indyk",2404
A general solution of the n-dimensional B-tree problem,2405
Polymorphism and type inference in database programming,2406
"Michael J. Carey, Donald Kossmann",2407
The Oracle Warehouse,2408
"Optimizing queries using materialized views: a practical, scalable solution",2409
"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",2410
"Swarup Acharya, Rafael Alonso, Michael Franklin, Stanley Zdonik",2411
ADAM: a testbed for exploring the use of data mining in intrusion detection,2412
Xiaolei Qian,2413
Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,2414
"Roberta Cochrane, Hamid Pirahesh, Nelson Mendon&#231;a Mattos",2415
"Rune Hjelsvold, Roger Midtstraum",2416
An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,2417
Daniel Barbar&#225;,2418
"Chaitan Baru, Amarnath Gupta, Bertram Lud&#228;scher, Richard Marciano, Yannis Papakonstantinou, Pavel Velikhov, Vincent Chu",2419
Query Optimization for XML,2420
GraphDB: Modeling and Querying Graphs in Databases,2421
Rich Finkelstein,2422
Edgar F. Codd: a tribute and personal memoir,2423
Storage and Querying of E-Commerce Data,2424
"Umeshwar Dayal, Meichun Hsu, Rivka Ladin",2425
"Alexandra Poulovassilis, Carol Small",2426
Meaningful change detection in structured data,2427
DBLearn: a system prototype for knowledge discovery in relational databases,2428
Dan Suciu,2429
General match: a subsequence matching method in time-series databases based on generalized windows,2430
Rafael Camps Par&#233;,2431
"Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",2432
A Multidatabase System for Tracking and Retrieval of Financial Data,2433
"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu",2434
"Alfons Kemper, Donald Kossmann",2435
"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",2436
"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",2437
"Stefano M. Trisolini, Maurizio Lenzerini, Daniele Nardi",2438
Arnaud Sahuguet,2439
SQL multimedia and application packages (SQL/MM),2440
One size fits all database architectures do not work for DSS,2441
"Surajit Chaudhuri, Prasanna Ganesan, Sunita Sarawagi",2442
"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",2443
"Chun Zhang, Jeffrey Naughton, David DeWitt, Qiong Luo, Guy Lohman",2444
Enhancing external consistency in real-time transactions,2445
"Alberto O. Mendelzon, Alejandro A. Vaisman",2446
UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg,2447
"Serge Abiteboul, Bernd Amann, Sophie Cluet, Adi Eyal, Laurent Mignet, Tova Milo",2448
"TPC-D-the challenges, issues and results",2449
Jan Chomicki,2450
The middleware muddle,2451
Technology and the Future of Commerce and Finance (Abstract),2452
Edwin R. Lassettre,2453
"Jignesh M. Patel, David J. DeWitt",2454
Terence Critchlow,2455
Toward Learning Based Web Query Processing,2456
"Samuel Madden, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong",2457
Handling very large databases with informix extended parallel server,2458
"Brian Babcock, Surajit Chaudhuri, Gautam Das",2459
"Hongjun Lu, Kian-Lee Tan, Son Dao",2460
Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,2461
1998,2462
Lineage tracing for general data warehouse transformations,2463
Design and Analysis of Parametric Query Optimization Algorithms,2464
Dimensionality reduction for similarity searching in dynamic databases,2465
"Feng Peng, Sudarshan S. Chawathe",2466
PLASTIC: reducing query optimization overheads through plan recycling,2467
Modeling high-dimensional index structures using sampling,2468
Is GUI programming a database research problem?,2469
William L. Gettys,2470
Retrieval of Composite Multimedia Objects,2471
State of the art in workflow management research and products,2472
C. J. Date,2473
Italian Electronic Identity Card - principle and architecture,2474
"Yannis E. Ioannidis, Raghu Ramakrishnan",2475
WARLOCK: A Data Allocation Tool for Parallel Warehouses,2476
"Michael J. Carey, Michael J. Franklin, Markos Zaharioudakis",2477
"Giedrius Slivinskas, Christian S. Jensen, Richard Thomas Snodgrass",2478
Database systems-breaking out of the box,2479
"Takeshi Fukuda, Yasukiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",2480
The ORES temporal database management system,2481
"Rakesh Agrawal, Amit Somani, Yirong Xu",2482
Data Mining with optimized two-dimensional association rules,2483
"Sharad Mehrotra, Rajeev Rastogi, Henry F. Korth, Abraham Silberschatz",2484
InfoHarness: a system for search and retrieval of heterogeneous information,2485
"Leslie D. Fife, Le Gruenwald",2486
"Pattern matching and pattern discovery in scientific, program, and document databases",2487
"Jun Zhang, Manli Zhu, Dimitris Papadias, Yufei Tao, Dik Lun Lee",2488
On the cost of monitoring and reorganization of object bases for clustering,2489
The LyriC language: querying constraint objects,2490
Efficient User-Adaptable Similarity Search in Large Multimedia Databases,2491
Proxy-server architectures for OLAP,2492
"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",2493
"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",2494
"Arun Jagatheesan, Arcot Rajasekar",2495
"Peter Bumbulis, Ivan T. Bowman",2496
The role of B2B engines in B2B integration architectures,2497
Time management for new faculty,2498
"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",2499
"David J. Abel, Kerry Taylor, Dean Kun",2500
Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,2501
"Michael J. Carey, Donald D. Chamberlin, Srinivasa Narayanan, Bennet Vance, Doug Doole, Serge Rielau, Richard Swagerman, Nelson Mendon&#231;a Mattos",2502
Mining Surprising Patterns Using Temporal Description Length,2503
Implementation and Analysis of a Parallel Collection Query Language,2504
GridDB: a relational interface for the grid,2505
Crawling the Hidden Web,2506
"Andrew Eisenberg, Jim Melton",2507
"Sushil Jajodia, Daniel Barbar&#225;, Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang",2508
Object database evolution using separation of concerns,2509
Integrating replacement policies in StorM: an extensible approach,2510
Carrie Ballinger,2511
Emergent semantics and the multimedia semantic web,2512
Schema Mapping as Query Discovery,2513
"Stanley M. T. Yau, Hong Va Leong, Dennis McLeod, Antonio Si",2514
Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,2515
Architectures for Internal Web Services Deployment,2516
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",2517
GENESYS: a system for efficient spatial query processing,2518
An Efficient Algorithm for Mining Association Rules in Large Databases,2519
"Binto George, Jayant Haritsa",2520
Multi-dimensional resource scheduling for parallel queries,2521
"Mohana K. Lakhamraju, Rajeev Rastogi, S. Seshadri, S. Sudarshan",2522
Generalized Search Trees for Database Systems,2523
The impact of object technology on commercial transaction processing,2524
Philip Wadler,2525
Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,2526
"Mauricio A. Hern&#225;ndez, Ren&#233;e J. Miller, Laura M. Haas",2527
Optimization of queries with user-defined predicates,2528
Simultaneous optimization and evaluation of multiple dimensional queries,2529
"Ambuj Shatdal, Jeffrey F. Naughton",2530
Disjunctive datalog,2531
Loading the Data Warehouse Across Various Parallel Architectures,2532
Conceptual model of web service reputation,2533
Extracting Large-Scale Knowledge Bases from the Web,2534
A framework for expressing and combining preferences,2535
Prakash Ramanan,2536
"John C. Shafer, Rakesh Agrawal, Manish Mehta",2537
Optimizing multiple dimensional queries simultaneously in multidimensional databases,2538
"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",2539
"DB2 Common Server: Technology, Progress, &; Directions",2540
"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",2541
"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",2542
"Azer Bestavros, Spyridon Braoudakis",2543
"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",2544
"Tova Milo, Sagit Zohar",2545
Query processing over object views of relational data,2546
"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",2547
nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,2548
"Tim Finin, Anupam Joshi",2549
"Nikos Pappas, Stavros Christodoulakis",2550
Anatomy of a real E-commerce system,2551
S. Chakravarthy,2552
Java support for data-intensive systems: experiences building the telegraph dataflow system,2553
"Martin S. Olivier, Sebastiaan H. von Solms",2554
"Michael J. Carey, David J. DeWitt",2555
"Awais Rashid, Peter Sawyer",2556
"Database research at the Indian Institute of Technology, Bombay",2557
Independence is good: dependency-based histogram synopses for high-dimensional data,2558
Parameterized complexity for the database theorist,2559
Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,2560
Semantic interoperability in information services: experiencing with CoopWARE,2561
"Margaret H. Dunham, Abdelsalam Helal",2562
"Zohreh Nazeri, Eric Bloedorn, Paul Ostwald",2563
Data integration and warehousing in Telecom Italia,2564
Innovation in Database Management: Computer Science vs. Engineering,2565
Narendra Mohan,2566
Updating knowledge bases while maintaining their consistency,2567
James R. Hamilton,2568
Indexing the positions of continuously moving objects,2569
Evaluating probabilistic queries over imprecise data,2570
"Chris Olston, Allison Woodruff, Alexander Aiken, Michael Chu, Vuk Ercegovac, Mark Lin, Mybrid Spalding, Michael Stonebraker",2571
The active MultiSync controller of the cubetree storage organization,2572
Optimization of constrained frequent set queries with 2-variable constraints,2573
The Drill Down Benchmark,2574
UniSQL/X unified relational and object-oriented database system,2575
Reordering Query Execution in Tertiary Memory Databases,2576
"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",2577
"Amihai Motro, Troels Andreasen",2578
"Jiawei Han, Jian Pei, Guozhu Dong, Ke Wang",2579
"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",2580
Indexing large metric spaces for similarity search queries,2581
Fast-Start: quick fault recovery in oracle,2582
"Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang",2583
Fast algorithms for universal quantification in large databases,2584
Space-efficient online computation of quantile summaries,2585
"Ron Avnur, Joseph M. Hellerstein, Bruce Lo, Chris Olston, Bhaskaran Raman, Vijayshankar Raman, Tali Roth, Kirk Wylie",2586
"Yv&#225;n J. Garc&#237;a, Mario A. Lopez, Scott T. Leutenegger",2587
"Antony L. Hosking, Jiawan Chen",2588
"Dallan Quass, Jennifer Widom",2589
Spotfire: an information exploration environment,2590
STHoles: a multidimensional workload-aware histogram,2591
Content integration for e-business,2592
A modified random perturbation method for database security,2593
"M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence",2594
The &#961; operator: discovering and ranking associations on the semantic web,2595
Efficient schemes for managing multiversionXML documents,2596
Synchronizing a database to improve freshness,2597
"Yufei Tao, Jimeng Sun, Dimitris Papadias",2598
"Tak W. Yan, Hector Garcia-Molina",2599
"Ambient Intelligence with the Ubiquitous Network, the Embedded Computer Devices and the Hidden Databases (abstract)",2600
"Eugene Agichtein, Luis Gravano",2601
"Wilburt Juan Labio, Janet L. Wiener, Hector Garcia-Molina, Vlad Gorelik",2602
SAP R/3 (tutorial): a database application system,2603
GlOSS: text-source discovery over the Internet,2604
"Alexandros Biliris, Euthimios Panagos",2605
1999,2606
Histogram-Based Approximation of Set-Valued Query-Answers,2607
The database and information system research group at the University of ULM,2608
Spectral bloom filters,2609
"Felipe Cari&#241;o, Mark Jahnke",2610
Dynamic buffer allocation in video-on-demand systems,2611
Information sharing across private databases,2612
Querying Continuous Time Sequences,2613
"Yong-Jin Choi, Chin-Wan Chung",2614
"Krithi Ramamritham, Panos K. Chrysanthis",2615
Akmal B. Chaudhri,2616
"Roger Weber, Hans-J&#246;rg Schek, Stephen Blott",2617
"Felipe Cari&#241;o, Jr., Pekka Kostamaa, Art Kaufmann, John Burgess",2618
Approximate computation of multidimensional aggregates of sparse data using wavelets,2619
"Louiqa Raschid, Jorge Lobo",2620
Bob Gerber,2621
Loading a Cache with Query Results,2622
"Antonio Albano, Giorgio Ghelli, Renzo Orsini",2623
"Shridhar Shukla, Anand Deshpande",2624
"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",2625
Frank G. Goethals,2626
Yasushi Ogawa,2627
