id,source,sched_dep_time,sched_arr_time
1594,flytecomm,,
1595,flights,,
1596,businesstravellogue,,
1597,flylouisville,,
1598,flightstats,11:45 AM,2:00 PM
1599,quicktrip,11:45 AM,2:00 PM
1600,flightview,,
1601,panynj,,
1602,gofox,,
1603,foxbusiness,,
1604,allegiantair,,
1605,boston,,
1606,travelocity,11:45 AM,2:00 PM
1607,orbitz,11:45 AM,2:00 PM
1608,weather,11:45 AM,2:00 PM
1609,ord,11:45 AM,2:00 PM
1610,mytripandmore,11:45 AM,2:00 PM
1611,flightarrival,,
1612,ua,2:30 PM,6:15 PM
1613,flightexplorer,,
1614,airtravelcenter,,
1615,myrateplan,,
1616,helloflight,,
1617,flytecomm,,
1618,flightaware,2:30 PM,5:40 PM
1619,wunderground,2:30 PM,5:40 PM
1620,flights,2:30 PM,6:15 PM
1621,businesstravellogue,2:30 PM,6:15 PM
1622,flylouisville,2:30 PM,6:15 PM
1623,flightstats,2:30 PM,6:15 PM
1624,quicktrip,2:30 PM,6:15 PM
1625,world-flight-tracker,2:30 PM,6:15 PM
1626,flightview,2:30 PM,6:15 PM
1627,panynj,2:30 PM,6:15 PM
1628,gofox,2:30 PM,6:15 PM
1629,foxbusiness,2:30 PM,6:15 PM
1630,allegiantair,2:30 PM,6:15 PM
1631,boston,2:30 PM,6:15 PM
1632,travelocity,,Dec 01 - Not Available
1633,orbitz,2:46 PM,6:15 PM
1634,weather,2:30 PM,6:15 PM
1635,sfo,,6:15 PM
1636,usatoday,2:30 PM,6:15 PM
1637,mytripandmore,,Dec 01 - Not Available
1638,flightarrival,2:30 PM,6:15 PM
1639,aa,11:50 AM,3:50 PM
1640,flightexplorer,,
1641,airtravelcenter,,
1642,myrateplan,,
1643,helloflight,,
1644,flytecomm,,
1645,flightaware,11:50 AM,3:33 PM
1646,wunderground,11:50 AM,3:33 PM
1647,flights,11:50 AM,3:50 PM
1648,businesstravellogue,11:50 AM,3:50 PM
1649,flylouisville,11:50 AM,3:50 PM
1650,flightstats,11:50 AM,3:50 PM
1651,quicktrip,11:50 AM,3:50 PM
1652,world-flight-tracker,11:50 AM,3:50 PM
1653,flightview,11:50 AM,3:50 PM
1654,panynj,11:50 AM,3:50 PM
1655,gofox,11:50 AM,3:50 PM
1656,foxbusiness,11:50 AM,3:50 PM
1657,allegiantair,11:50 AM,3:50 PM
1658,boston,11:50 AM,3:50 PM
1659,travelocity,11:50 AM,3:50 PM
1660,orbitz,11:50 AM,3:50 PM
1661,weather,11:50 AM,3:50 PM
1662,dfw,11:50 AM,
1663,phl,,3:50 PM
1664,ifly,11:50 AM,3:50 PM
1665,CO,4:00 PM,7:05 PM
1666,airtravelcenter,4:00 PM,7:05 PM
1667,myrateplan,4:00 PM,7:05 PM
1668,helloflight,4:00 PM,7:05 PM
1669,flytecomm,4:00 PM,7:05 PM
1670,flightaware,4:00 PM,6:31 PM
1671,wunderground,4:00 PM,6:31 PM
1672,flights,4:00 PM,7:05 PM
1673,businesstravellogue,4:00 PM,7:05 PM
1674,flylouisville,4:00 PM,7:05 PM
1675,flightstats,4:00 PM,7:05 PM
1676,quicktrip,4:00 PM,7:05 PM
1677,world-flight-tracker,4:00 PM,7:05 PM
1678,flightview,4:00 PM,7:05 PM
1679,panynj,4:00 PM,7:05 PM
1680,gofox,4:00 PM,7:05 PM
1681,foxbusiness,4:00 PM,7:05 PM
1682,allegiantair,4:00 PM,7:05 PM
1683,boston,4:00 PM,7:05 PM
1684,travelocity,4:00 PM,7:05 PM
1685,orbitz,4:00 PM,7:05 PM
1686,weather,4:00 PM,7:05 PM
1687,aa,4:00 PM,6:40 PM
1688,airtravelcenter,,
1689,myrateplan,,
1690,helloflight,,
1691,flytecomm,,
1692,flightaware,4:00 PM,6:00 PM
1693,wunderground,4:00 PM,6:30 PM
1694,flights,4:00 PM,6:40 PM
1695,businesstravellogue,4:00 PM,6:40 PM
1696,flylouisville,4:00 PM,6:40 PM
1697,flightstats,4:00 PM,6:40 PM
1698,quicktrip,4:00 PM,6:40 PM
1699,world-flight-tracker,4:00 PM,6:40 PM
1700,flightview,4:00 PM,6:40 PM
1701,panynj,4:00 PM,6:40 PM
1702,gofox,4:00 PM,6:40 PM
1703,foxbusiness,4:00 PM,6:40 PM
1704,allegiantair,4:00 PM,6:40 PM
1705,boston,4:00 PM,6:40 PM
1706,travelocity,4:00 PM,6:40 PM
1707,orbitz,4:00 PM,6:40 PM
1708,weather,4:00 PM,6:40 PM
1709,ord,4:00 PM,6:40 PM
1710,ifly,4:00 PM,6:40 PM
1711,usatoday,4:00 PM,6:40 PM
1712,mytripandmore,4:00 PM,6:40 PM
1713,flightwise,4:00 PM,6:30 PM
1714,flightarrival,4:00 PM,6:40 PM
1715,ua,4:25 PM,12:29 AM
1716,flightexplorer,,
1717,flightexplorer,4:25 PM,12:29 AM
1718,airtravelcenter,,
1719,myrateplan,,
1720,helloflight,,
1721,flytecomm,,
1722,flightaware,4:25 PM,12:29 AM
1723,wunderground,4:25 PM,12:29 AM
1724,flights,4:25 PM,12:29 AM
1725,businesstravellogue,4:25 PM,12:29 AM
1726,flylouisville,4:25 PM,12:29 AM
1727,flightstats,4:25 PM,12:29 AM
1728,quicktrip,4:25 PM,12:29 AM
1729,world-flight-tracker,4:25 PM,12:29 AM
1730,flightview,4:25 PM,12:29 AM
1731,panynj,4:25 PM,12:29 AM
1732,gofox,4:25 PM,12:29 AM
1733,foxbusiness,4:25 PM,12:29 AM
1734,allegiantair,4:25 PM,12:29 AM
1735,boston,4:25 PM,12:29 AM
1736,travelocity,4:25 PM,12:29 AM
1737,orbitz,4:25 PM,12:29 AM
1738,weather,4:25 PM,12:29 AM
1739,ifly,4:25 PM,12:29 AM
1740,usatoday,4:25 PM,12:29 AM
1741,mytripandmore,4:25 PM,12:29 AM
1742,flightarrival,4:25 PM,12:29 AM
1743,aa,11:55 PM,5:50 AM
1744,flightexplorer,,
1745,flightexplorer,11:55 PM,5:50 AM
1746,airtravelcenter,,
1747,myrateplan,,
1748,helloflight,,
1749,flytecomm,,
1750,flights,11:55 PM,5:50 AM
1751,businesstravellogue,11:55 PM,5:50 AM
1752,flylouisville,11:55 PM,5:50 AM
1753,flightstats,11:55 PM,5:50 AM
1754,quicktrip,11:55 PM,5:50 AM
1755,world-flight-tracker,11:55 PM,5:50 AM
1756,flightview,11:55 PM,5:50 AM
1757,panynj,11:55 PM,5:50 AM
1758,gofox,11:55 PM,5:50 AM
1759,foxbusiness,11:55 PM,5:50 AM
1760,allegiantair,11:55 PM,5:50 AM
1761,boston,,
1762,boston,11:55 PM,5:50 AM
1763,travelocity,11:55 PM,5:50 AM
1764,orbitz,11:55 PM,5:50 AM
1765,weather,11:55 PM,5:50 AM
1766,ord,11:55 PM,5:50 AM
1767,usatoday,11:55 PM,5:50 AM
1768,aa,7:10 AM,9:40 AM
1769,flightexplorer,,
1770,airtravelcenter,,
1771,myrateplan,,
1772,helloflight,,
1773,flytecomm,,
1774,flightaware,7:10 AM,9:30 AM
1775,wunderground,7:10 AM,9:30 AM
1776,flights,7:10 AM,9:40 AM
1777,businesstravellogue,7:10 AM,9:40 AM
1778,flylouisville,7:10 AM,9:40 AM
1779,flightstats,7:10 AM,9:40 AM
1780,quicktrip,7:10 AM,9:40 AM
1781,world-flight-tracker,7:10 AM,9:40 AM
1782,flightview,7:10 AM,9:40 AM
1783,panynj,7:10 AM,9:40 AM
1784,gofox,7:10 AM,9:40 AM
1785,foxbusiness,7:10 AM,9:40 AM
1786,allegiantair,7:10 AM,9:40 AM
1787,boston,7:10 AM,9:40 AM
1788,travelocity,7:10 AM,9:40 AM
1789,orbitz,7:10 AM,9:40 AM
1790,weather,7:10 AM,9:40 AM
1791,ord,7:10 AM,9:40 AM
1792,usatoday,7:10 AM,9:40 AM
1793,flightwise,7:10 AM,9:30 AM
1794,flightarrival,7:10 AM,9:40 AM
1795,aa,6:45 AM,7:45 AM
1796,flightexplorer,,
1797,airtravelcenter,,
1798,myrateplan,,
1799,helloflight,,
1800,flytecomm,,
1801,flightaware,6:45 AM,7:25 AM
1802,wunderground,6:45 AM,7:25 AM
1803,flights,6:45 AM,7:45 AM
1804,businesstravellogue,6:45 AM,7:45 AM
1805,flylouisville,6:45 AM,7:45 AM
1806,flightstats,6:45 AM,7:45 AM
1807,quicktrip,6:45 AM,7:45 AM
1808,world-flight-tracker,6:45 AM,7:45 AM
1809,flightview,6:45 AM,7:45 AM
1810,panynj,6:45 AM,7:45 AM
1811,gofox,6:45 AM,7:45 AM
1812,foxbusiness,6:45 AM,7:45 AM
1813,allegiantair,6:45 AM,7:45 AM
1814,boston,6:45 AM,7:45 AM
1815,travelocity,6:45 AM,7:45 AM
1816,orbitz,6:45 AM,7:45 AM
1817,weather,6:45 AM,7:45 AM
1818,mco,,7:45 AM
1819,usatoday,6:45 AM,7:45 AM
1820,mytripandmore,6:45 AM,7:45 AM
1821,flightarrival,6:45 AM,7:45 AM
1822,CO,9:15 AM,12:18 PM
1823,flightexplorer,,
1824,airtravelcenter,9:15 AM,12:18 PM
1825,myrateplan,9:15 AM,12:18 PM
1826,helloflight,9:15 AM,12:18 PM
1827,flytecomm,9:15 AM,12:18 PM
1828,flightaware,9:15 AM,12:08 PM
1829,wunderground,9:15 AM,12:08 PM
1830,flights,9:15 AM,12:18 PM
1831,businesstravellogue,9:15 AM,12:18 PM
1832,flylouisville,9:15 AM,12:18 PM
1833,flightstats,9:15 AM,12:18 PM
1834,quicktrip,9:15 AM,12:18 PM
1835,world-flight-tracker,9:15 AM,12:18 PM
1836,flightview,9:15 AM,12:18 PM
1837,panynj,9:15 AM,12:18 PM
1838,gofox,9:15 AM,12:18 PM
1839,foxbusiness,9:15 AM,12:18 PM
1840,allegiantair,9:15 AM,12:18 PM
1841,boston,9:15 AM,12:18 PM
1842,travelocity,9:15 AM,12:18 PM
1843,orbitz,9:15 AM,12:18 PM
1844,weather,9:15 AM,12:18 PM
1845,mco,,12:18 PM
1846,usatoday,9:15 AM,12:18 PM
1847,flightarrival,9:15 AM,12:18 PM
1848,ua,1:45 PM,8:27 AM
1849,airtravelcenter,,
1850,myrateplan,,
1851,helloflight,,
1852,flytecomm,,
1853,flights,,
1854,businesstravellogue,,
1855,flylouisville,,
1856,flightview,,
1857,panynj,,
1858,gofox,,
1859,foxbusiness,,
1860,allegiantair,,
1861,boston,,
1862,travelocity,,
1863,orbitz,1:45 PM,8:27 AM
1864,weather,1:45 PM,8:27 AM
1865,flightarrival,1:45 PM,8:27 AM
1866,ua,2:55 PM,5:00 PM
1867,airtravelcenter,,
1868,myrateplan,,
1869,helloflight,,
1870,flytecomm,,
1871,flights,,
1872,businesstravellogue,,
1873,flylouisville,,
1874,flightstats,2:55 PM,5:00 PM
1875,quicktrip,2:55 PM,5:00 PM
1876,flightview,,
1877,panynj,,
1878,gofox,,
1879,foxbusiness,,
1880,allegiantair,,
1881,boston,,
1882,travelocity,2:55 PM,5:00 PM
1883,orbitz,2:55 PM,5:00 PM
1884,weather,2:55 PM,5:00 PM
1885,ifly,2:55 PM,5:00 PM
1886,flightarrival,2:55 PM,5:00 PM
1887,ua,8:15 AM,10:06 AM
1888,airtravelcenter,,
1889,myrateplan,,
1890,helloflight,,
1891,flytecomm,,
1892,flights,,
1893,businesstravellogue,,
1894,flylouisville,,
1895,flightstats,8:15 AM,10:06 AM
1896,quicktrip,8:15 AM,10:06 AM
1897,flightview,,
1898,panynj,,
1899,gofox,,
1900,foxbusiness,,
1901,allegiantair,,
1902,boston,,
1903,travelocity,,
1904,orbitz,8:15 AM,10:06 AM
1905,weather,8:15 AM,10:06 AM
1906,usatoday,,
1907,ua,7:53 AM,1:39 PM
1908,airtravelcenter,,
1909,myrateplan,,
1910,helloflight,,
1911,flytecomm,,
1912,flights,,
1913,businesstravellogue,,
1914,flylouisville,,
1915,flightstats,7:53 AM,1:39 PM
1916,quicktrip,7:53 AM,1:39 PM
1917,flightview,,
1918,panynj,,
1919,gofox,,
1920,foxbusiness,,
1921,allegiantair,,
1922,boston,,
1923,travelocity,,
1924,orbitz,7:53 AM,1:39 PM
1925,weather,7:53 AM,1:39 PM
1926,usatoday,7:53 AM,1:39 PM
1927,flightarrival,,
1928,CO,5:25 PM,8:22 PM
1929,airtravelcenter,5:25 PM,8:22 PM
1930,myrateplan,5:25 PM,8:22 PM
1931,helloflight,5:25 PM,8:22 PM
1932,flytecomm,5:25 PM,8:22 PM
1933,flightaware,5:25 PM,8:04 PM
1934,wunderground,5:25 PM,8:04 PM
1935,flights,,
1936,businesstravellogue,,
1937,flylouisville,,
1938,flightstats,5:25 PM,8:22 PM
1939,quicktrip,5:25 PM,8:22 PM
1940,flightview,,
1941,panynj,,
1942,gofox,,
1943,foxbusiness,,
1944,allegiantair,,
1945,boston,,
1946,orbitz,5:25 PM,8:22 PM
1947,usatoday,,
1948,flightwise,5:25 PM,8:04 PM
1949,CO,11:25 AM,2:50 PM
1950,airtravelcenter,11:25 AM,2:50 PM
1951,myrateplan,11:25 AM,2:50 PM
1952,helloflight,11:25 AM,2:50 PM
1953,flytecomm,11:25 AM,2:50 PM
1954,flights,,
1955,businesstravellogue,,
1956,flylouisville,,
1957,flightstats,11:25 AM,2:50 PM
1958,quicktrip,11:25 AM,2:50 PM
1959,flightview,,
1960,panynj,,
1961,gofox,,
1962,foxbusiness,,
1963,allegiantair,,
1964,boston,,
1965,orbitz,11:25 AM,2:50 PM
1966,weather,11:25 AM,2:50 PM
1967,den,11:25 AM,
1968,ifly,11:25 AM,2:50 PM
1969,aa,12:00 PM,3:15 PM
1970,flightexplorer,,
1971,airtravelcenter,,
1972,myrateplan,,
1973,helloflight,,
1974,flytecomm,,
1975,flightaware,12:00 PM,2:47 PM
1976,wunderground,12:00 PM,2:47 PM
1977,flights,12:00 PM,3:15 PM
1978,businesstravellogue,12:00 PM,3:15 PM
1979,flylouisville,12:00 PM,3:15 PM
1980,flightstats,12:00 PM,3:15 PM
1981,quicktrip,12:00 PM,3:15 PM
1982,world-flight-tracker,12:00 PM,3:15 PM
1983,flightview,12:00 PM,3:15 PM
1984,panynj,12:00 PM,3:15 PM
1985,gofox,12:00 PM,3:15 PM
1986,foxbusiness,12:00 PM,3:15 PM
1987,allegiantair,12:00 PM,3:15 PM
1988,boston,12:00 PM,3:15 PM
1989,travelocity,12:00 PM,3:15 PM
1990,orbitz,12:00 PM,3:15 PM
1991,weather,12:00 PM,3:15 PM
1992,ifly,12:00 PM,3:15 PM
1993,flightarrival,12:00 PM,3:15 PM
1994,aa,8:35 AM,11:50 AM
1995,flightexplorer,,
1996,airtravelcenter,,
1997,myrateplan,,
1998,helloflight,,
1999,flytecomm,,
2000,flightaware,8:35 AM,11:22 AM
2001,wunderground,8:35 AM,11:22 AM
2002,flights,8:35 AM,11:50 AM
2003,businesstravellogue,8:35 AM,11:50 AM
2004,flylouisville,8:35 AM,11:50 AM
2005,flightstats,8:35 AM,11:50 AM
2006,quicktrip,8:35 AM,11:50 AM
2007,world-flight-tracker,8:35 AM,11:50 AM
2008,flightview,8:35 AM,11:50 AM
2009,panynj,8:35 AM,11:50 AM
2010,gofox,8:35 AM,11:50 AM
2011,foxbusiness,8:35 AM,11:50 AM
2012,allegiantair,8:35 AM,11:50 AM
2013,boston,8:35 AM,11:50 AM
2014,travelocity,8:35 AM,11:50 AM
2015,orbitz,8:35 AM,11:50 AM
2016,weather,8:35 AM,11:50 AM
2017,sfo,,11:50 AM
2018,ifly,8:35 AM,11:50 AM
2019,mytripandmore,8:35 AM,11:50 AM
2020,flightarrival,8:35 AM,11:50 AM
2021,CO,7:00 PM,10:15 PM
2022,flightexplorer,,
2023,airtravelcenter,7:00 PM,10:15 PM
2024,myrateplan,7:00 PM,10:15 PM
2025,helloflight,7:00 PM,10:15 PM
2026,flytecomm,7:00 PM,10:15 PM
2027,flightaware,7:00 PM,9:40 PM
2028,wunderground,7:00 PM,9:40 PM
2029,flights,,
2030,businesstravellogue,,
2031,flylouisville,,
2032,flightstats,7:00 PM,10:15 PM
2033,quicktrip,7:00 PM,10:15 PM
2034,flightview,,
2035,panynj,,
2036,gofox,,
2037,foxbusiness,,
2038,allegiantair,,
2039,boston,,
2040,orbitz,7:00 PM,10:15 PM
2041,mco,,10:15 PM
2042,usatoday,,
2043,mytripandmore,7:00 PM,10:15 PM
2044,aa,3:05 PM,6:30 PM
2045,airtravelcenter,,
2046,myrateplan,,
2047,helloflight,,
2048,flytecomm,,
2049,flightaware,3:05 PM,5:57 PM
2050,wunderground,3:05 PM,5:57 PM
2051,flights,3:05 PM,6:30 PM
2052,businesstravellogue,3:05 PM,6:30 PM
2053,flylouisville,3:05 PM,6:30 PM
2054,flightstats,3:05 PM,6:30 PM
2055,quicktrip,3:05 PM,6:30 PM
2056,world-flight-tracker,3:05 PM,6:30 PM
2057,flightview,3:05 PM,6:30 PM
2058,panynj,3:05 PM,6:30 PM
2059,gofox,3:05 PM,6:30 PM
2060,foxbusiness,3:05 PM,6:30 PM
2061,allegiantair,3:05 PM,6:30 PM
2062,boston,3:05 PM,6:30 PM
2063,travelocity,3:05 PM,6:30 PM
2064,orbitz,3:05 PM,6:30 PM
2065,weather,3:05 PM,6:30 PM
2066,sfo,,6:30 PM
2067,usatoday,3:05 PM,6:30 PM
2068,flightwise,3:05 PM,5:57 PM
2069,flightarrival,3:05 PM,6:30 PM
2070,aa,6:45 PM,9:10 PM
2071,flightexplorer,,
2072,airtravelcenter,,
2073,myrateplan,,
2074,helloflight,,
2075,flytecomm,,
2076,flightaware,6:45 PM,9:00 PM
2077,wunderground,6:45 PM,9:00 PM
2078,flights,6:45 PM,9:10 PM
2079,businesstravellogue,6:45 PM,9:10 PM
2080,flylouisville,6:45 PM,9:10 PM
2081,flightstats,6:45 PM,9:10 PM
2082,quicktrip,6:45 PM,9:10 PM
2083,world-flight-tracker,6:45 PM,9:10 PM
2084,flightview,6:45 PM,9:10 PM
2085,panynj,6:45 PM,9:10 PM
2086,gofox,6:45 PM,9:10 PM
2087,foxbusiness,6:45 PM,9:10 PM
2088,allegiantair,6:45 PM,9:10 PM
2089,boston,6:45 PM,9:10 PM
2090,travelocity,6:45 PM,9:10 PM
2091,orbitz,6:45 PM,9:10 PM
2092,weather,6:45 PM,9:10 PM
2093,ord,6:45 PM,9:10 PM
2094,usatoday,6:45 PM,9:10 PM
2095,mytripandmore,6:45 PM,9:10 PM
2096,flightwise,6:45 PM,9:00 PM
2097,flightarrival,6:45 PM,9:10 PM
2098,aa,7:30 AM,8:00 AM
2099,flightexplorer,,
2100,airtravelcenter,,
2101,myrateplan,,
2102,helloflight,,
2103,flytecomm,,
2104,flightaware,7:30 AM,7:50 AM
2105,wunderground,7:30 AM,7:50 AM
2106,flights,7:30 AM,8:00 AM
2107,businesstravellogue,7:30 AM,8:00 AM
2108,flylouisville,7:30 AM,8:00 AM
2109,flightstats,7:30 AM,8:00 AM
2110,quicktrip,7:30 AM,8:00 AM
2111,world-flight-tracker,7:30 AM,8:00 AM
2112,flightview,7:30 AM,8:00 AM
2113,panynj,7:30 AM,8:00 AM
2114,gofox,7:30 AM,8:00 AM
2115,foxbusiness,7:30 AM,8:00 AM
2116,allegiantair,7:30 AM,8:00 AM
2117,boston,7:30 AM,8:00 AM
2118,travelocity,7:30 AM,8:00 AM
2119,orbitz,7:30 AM,8:00 AM
2120,weather,7:30 AM,8:00 AM
2121,ord,7:30 AM,8:00 AM
2122,ifly,7:30 AM,8:00 AM
2123,mytripandmore,7:30 AM,8:00 AM
2124,aa,11:25 PM,6:55 AM
2125,flightexplorer,,
2126,flightexplorer,11:25 PM,6:55 AM
2127,airtravelcenter,,
2128,myrateplan,,
2129,helloflight,,
2130,flytecomm,,
2131,flightaware,11:25 PM,6:30 AM
2132,wunderground,11:25 PM,6:30 AM
2133,flights,11:25 PM,6:55 AM
2134,businesstravellogue,11:25 PM,6:55 AM
2135,flylouisville,11:25 PM,6:55 AM
2136,flightstats,11:25 PM,6:55 AM
2137,quicktrip,11:25 PM,6:55 AM
2138,world-flight-tracker,11:25 PM,6:55 AM
2139,flightview,11:25 PM,6:55 AM
2140,panynj,11:25 PM,6:55 AM
2141,gofox,11:25 PM,6:55 AM
2142,foxbusiness,11:25 PM,6:55 AM
2143,allegiantair,11:25 PM,6:55 AM
2144,boston,11:25 PM,6:55 AM
2145,travelocity,11:25 PM,6:55 AM
2146,orbitz,11:25 PM,6:55 AM
2147,weather,11:25 PM,6:55 AM
2148,mco,,6:55 AM
2149,mytripandmore,11:25 PM,6:55 AM
2150,aa,12:10 PM,2:15 PM
2151,flightexplorer,,
2152,airtravelcenter,,
2153,myrateplan,,
2154,helloflight,,
2155,flytecomm,,
2156,flightaware,12:10 PM,2:05 PM
2157,wunderground,12:10 PM,2:05 PM
2158,flights,12:10 PM,2:15 PM
2159,businesstravellogue,12:10 PM,2:15 PM
2160,flylouisville,12:10 PM,2:15 PM
2161,flightstats,12:10 PM,2:15 PM
2162,quicktrip,12:10 PM,2:15 PM
2163,world-flight-tracker,12:10 PM,2:15 PM
2164,flightview,12:10 PM,2:15 PM
2165,panynj,12:10 PM,2:15 PM
2166,gofox,12:10 PM,2:15 PM
2167,foxbusiness,12:10 PM,2:15 PM
2168,allegiantair,12:10 PM,2:15 PM
2169,boston,12:10 PM,2:15 PM
2170,travelocity,12:10 PM,2:15 PM
2171,orbitz,12:10 PM,2:15 PM
2172,weather,12:10 PM,2:15 PM
2173,usatoday,12:10 PM,2:15 PM
2174,mytripandmore,12:10 PM,2:15 PM
2175,flightarrival,12:10 PM,2:15 PM
2176,aa,12:15 PM,2:45 PM
2177,flightexplorer,,
2178,airtravelcenter,,
2179,myrateplan,,
2180,helloflight,,
2181,flytecomm,,
2182,flightaware,12:15 PM,2:35 PM
2183,wunderground,12:15 PM,2:35 PM
2184,flights,12:15 PM,2:45 PM
2185,businesstravellogue,12:15 PM,2:45 PM
2186,flylouisville,12:15 PM,2:45 PM
2187,flightstats,12:15 PM,2:45 PM
2188,quicktrip,12:15 PM,2:45 PM
2189,world-flight-tracker,12:15 PM,2:45 PM
2190,flightview,12:15 PM,2:45 PM
2191,panynj,12:15 PM,2:45 PM
2192,gofox,12:15 PM,2:45 PM
2193,foxbusiness,12:15 PM,2:45 PM
2194,allegiantair,12:15 PM,2:45 PM
2195,boston,12:15 PM,2:45 PM
2196,travelocity,12:15 PM,2:45 PM
2197,orbitz,12:15 PM,2:45 PM
2198,weather,12:15 PM,2:45 PM
2199,ord,12:15 PM,2:45 PM
2200,ifly,12:15 PM,2:45 PM
2201,usatoday,12:15 PM,2:45 PM
2202,aa,9:05 AM,12:35 PM
2203,flightexplorer,,
2204,airtravelcenter,,
2205,myrateplan,,
2206,helloflight,,
2207,flytecomm,,
2208,flightaware,9:05 AM,12:12 PM
2209,wunderground,9:05 AM,12:12 PM
2210,flights,9:05 AM,12:35 PM
2211,businesstravellogue,9:05 AM,12:35 PM
2212,flylouisville,9:05 AM,12:35 PM
2213,flightstats,9:05 AM,12:35 PM
2214,quicktrip,9:05 AM,12:35 PM
2215,world-flight-tracker,9:05 AM,12:35 PM
2216,flightview,9:05 AM,12:35 PM
2217,panynj,9:05 AM,12:35 PM
2218,gofox,9:05 AM,12:35 PM
2219,foxbusiness,9:05 AM,12:35 PM
2220,allegiantair,9:05 AM,12:35 PM
2221,boston,9:05 AM,12:35 PM
2222,travelocity,9:05 AM,12:35 PM
2223,orbitz,10:00 AM,12:35 PM
2224,weather,9:05 AM,12:35 PM
2225,ifly,9:05 AM,12:35 PM
2226,mytripandmore,9:05 AM,12:35 PM
2227,flightarrival,9:05 AM,12:35 PM
2228,aa,2:55 PM,5:55 PM
2229,airtravelcenter,,
2230,myrateplan,,
2231,helloflight,,
2232,flytecomm,,
2233,flightaware,2:55 PM,5:17 PM
2234,wunderground,2:55 PM,5:17 PM
2235,flights,2:55 PM,5:55 PM
2236,businesstravellogue,2:55 PM,5:55 PM
2237,flylouisville,2:55 PM,5:55 PM
2238,flightstats,2:55 PM,5:55 PM
2239,quicktrip,2:55 PM,5:55 PM
2240,world-flight-tracker,2:55 PM,5:55 PM
2241,flightview,2:55 PM,5:55 PM
2242,panynj,2:55 PM,5:55 PM
2243,gofox,2:55 PM,5:55 PM
2244,foxbusiness,2:55 PM,5:55 PM
2245,allegiantair,2:55 PM,5:55 PM
2246,boston,2:55 PM,5:55 PM
2247,travelocity,2:55 PM,5:55 PM
2248,orbitz,2:55 PM,5:55 PM
2249,weather,2:55 PM,5:55 PM
2250,mco,,5:55 PM
2251,ifly,2:55 PM,5:55 PM
2252,mytripandmore,2:55 PM,5:55 PM
2253,ua,11:15 AM,1:40 PM
2254,airtravelcenter,,
2255,myrateplan,,
2256,helloflight,,
2257,flytecomm,,
2258,flights,,
2259,businesstravellogue,,
2260,flylouisville,,
2261,flightstats,11:15 AM,1:40 PM
2262,quicktrip,11:15 AM,1:40 PM
2263,flightview,,
2264,panynj,,
2265,gofox,,
2266,foxbusiness,,
2267,allegiantair,,
2268,boston,,
2269,travelocity,11:15 AM,1:40 PM
2270,orbitz,11:15 AM,1:40 PM
2271,weather,11:15 AM,1:40 PM
2272,usatoday,,
2273,flightarrival,,
2274,aa,7:45 PM,10:30 PM
2275,aa,7:45 PM,10:30 PM
2276,flightexplorer,,
2277,flightexplorer,,
2278,airtravelcenter,,
2279,airtravelcenter,,
2280,myrateplan,,
2281,myrateplan,,
2282,helloflight,,
2283,helloflight,,
2284,flytecomm,,
2285,flytecomm,,
2286,flightaware,7:45 PM,10:15 PM
2287,flightaware,7:45 PM,10:15 PM
2288,wunderground,7:45 PM,10:15 PM
2289,wunderground,7:45 PM,10:15 PM
2290,flights,7:45 PM,10:30 PM
2291,businesstravellogue,7:45 PM,10:30 PM
2292,flylouisville,7:45 PM,10:30 PM
2293,flightstats,7:45 PM,10:30 PM
2294,quicktrip,7:45 PM,10:30 PM
2295,world-flight-tracker,7:45 PM,10:30 PM
2296,world-flight-tracker,7:45 PM,10:30 PM
2297,flightview,7:45 PM,10:30 PM
2298,flightview,7:45 PM,10:30 PM
2299,panynj,7:45 PM,10:30 PM
2300,panynj,7:45 PM,10:30 PM
2301,gofox,7:45 PM,10:30 PM
2302,gofox,7:45 PM,10:30 PM
2303,foxbusiness,7:45 PM,10:30 PM
2304,foxbusiness,7:45 PM,10:30 PM
2305,allegiantair,7:45 PM,10:30 PM
2306,allegiantair,7:45 PM,10:30 PM
2307,boston,7:45 PM,10:30 PM
2308,boston,7:45 PM,10:30 PM
2309,travelocity,7:45 PM,10:30 PM
2310,travelocity,7:45 PM,10:30 PM
2311,orbitz,7:45 PM,10:36 PM
2312,orbitz,7:45 PM,10:30 PM
2313,weather,7:45 PM,10:30 PM
2314,ord,7:45 PM,10:30 PM
2315,ifly,7:45 PM,10:30 PM
2316,usatoday,7:45 PM,10:30 PM
2317,mytripandmore,7:45 PM,10:30 PM
2318,CO,9:45 AM,1:16 PM
2319,airtravelcenter,9:45 AM,1:16 PM
2320,myrateplan,9:45 AM,1:16 PM
2321,helloflight,9:45 AM,1:16 PM
2322,flytecomm,9:45 AM,1:16 PM
2323,flights,,
2324,businesstravellogue,,
2325,flylouisville,,
2326,flightstats,9:45 AM,1:16 PM
2327,quicktrip,9:45 AM,1:16 PM
2328,flightview,,
2329,panynj,,
2330,gofox,,
2331,foxbusiness,,
2332,allegiantair,,
2333,boston,,
2334,orbitz,9:45 AM,1:16 PM
2335,weather,9:45 AM,1:16 PM
2336,ifly,9:45 AM,1:16 PM
2337,mytripandmore,9:45 AM,1:16 PM
2338,flightarrival,9:45 AM,1:16 PM
2339,ua,4:16 PM,7:35 PM
2340,flightexplorer,,
2341,airtravelcenter,,
2342,myrateplan,,
